pin,construction_year,construction_zone_group
14192160510000,2007,Neighborhood Mixed-Use
14192160520000,2007,Neighborhood Mixed-Use
14192170480000,2010,Single-Family Residential
14192170490000,2008,Single-Family Residential
14192180260000,2014,Single-Family Residential
14192180290000,2016,Single-Family Residential
14192180300000,2022,Single-Family Residential
14192190050000,2010,Neighborhood Mixed-Use
14192210030000,2013,Single-Family Residential
14192210110000,2007,Single-Family Residential
14192210150000,2010,Single-Family Residential
14192210210000,2020,Single-Family Residential
14192220170000,2016,Single-Family Residential
14192220470000,2015,Single-Family Residential
14192220480000,2015,Single-Family Residential
14192230100000,2017,Single-Family Residential
14192230150000,2016,Single-Family Residential
14192230170000,2016,Single-Family Residential
14192230240000,2021,Single-Family Residential
14192230370000,2022,Single-Family Residential
14192230430000,2014,Single-Family Residential
14192240040000,2014,Single-Family Residential
14192240100000,2014,Single-Family Residential
14192240330000,2019,Neighborhood Mixed-Use
14192250020000,2022,Multi-Family Residential
14192250100000,2014,Single-Family Residential
14192250280000,2015,Single-Family Residential
14192250410000,2021,Single-Family Residential
14192260060000,2022,Single-Family Residential
14192260080000,2022,Single-Family Residential
14192270120000,2008,Single-Family Residential
14192270220000,2015,Single-Family Residential
14192270360000,2020,Single-Family Residential
14192270370000,2020,Single-Family Residential
14192290210000,2011,Single-Family Residential
14192300160000,2014,Single-Family Residential
14192300170000,2014,Single-Family Residential
14192300330000,2008,Single-Family Residential
14192310030000,2012,Single-Family Residential
14192310110000,2021,Single-Family Residential
14192310260000,2008,Single-Family Residential
14192320210000,2011,Neighborhood Mixed-Use
14192320430000,2012,Single-Family Residential
14192320440000,2014,Single-Family Residential
14193010140000,2022,Single-Family Residential
14193010330000,2016,Single-Family Residential
14193020200000,2013,Single-Family Residential
14193020270000,2012,Single-Family Residential
14193020350000,2008,Single-Family Residential
14193020360000,2022,Single-Family Residential
14193020380000,2020,Single-Family Residential
14193030100000,2015,Single-Family Residential
14193030180000,2012,Single-Family Residential
14193030190000,2016,Single-Family Residential
14193030200000,2012,Single-Family Residential
14193030250000,2021,Single-Family Residential
14193030290000,2013,Single-Family Residential
14193030300000,2021,Single-Family Residential
14193030330000,2015,Single-Family Residential
14193030370000,2022,Single-Family Residential
14193040130000,2019,Single-Family Residential
14193040190000,2015,Single-Family Residential
14193040250000,2014,Single-Family Residential
14193040280000,2016,Single-Family Residential
14193040290000,2019,Single-Family Residential
14193040300000,2014,Single-Family Residential
14193040380000,2008,Single-Family Residential
14193050140000,2006,Single-Family Residential
14193050180000,2021,Single-Family Residential
14193050290000,2014,Multi-Family Residential
14193050300000,2014,Multi-Family Residential
14193050310000,2014,Multi-Family Residential
14193050320000,2014,Multi-Family Residential
14193060100000,2007,Multi-Family Residential
14193060170000,2018,Single-Family Residential
14193060190000,2019,Single-Family Residential
14193060200000,2006,Single-Family Residential
14193060300000,2014,Single-Family Residential
14193060330000,2013,Single-Family Residential
14193060340000,2013,Single-Family Residential
14193060370000,2015,Single-Family Residential
14193070160000,2015,Single-Family Residential
14193070170000,2010,Single-Family Residential
14193070180000,2015,Single-Family Residential
14193070200000,2009,Single-Family Residential
14193070270000,2015,Single-Family Residential
14193070300000,2019,Single-Family Residential
14193080190000,2014,Single-Family Residential
14193080220000,2020,Single-Family Residential
14193080300000,2006,Single-Family Residential
14193090110000,2014,Single-Family Residential
14193090190000,2011,Single-Family Residential
14193090210000,2015,Single-Family Residential
14193100020000,2015,Single-Family Residential
14193100030000,2011,Single-Family Residential
14193100040000,2013,Single-Family Residential
14193100320000,2015,Single-Family Residential
14193100330000,2008,Single-Family Residential
14193100340000,2019,Single-Family Residential
14193100370000,2021,Neighborhood Mixed-Use
14193110020000,2019,Single-Family Residential
14193110070000,2011,Single-Family Residential
14193110150000,2018,Single-Family Residential
14193110170000,2014,Single-Family Residential
14193110300000,2022,Single-Family Residential
14193110340000,2006,Single-Family Residential
14193110360000,2007,Neighborhood Mixed-Use
14193120010000,2009,Single-Family Residential
14193120080000,2008,Single-Family Residential
14193120100000,2012,Single-Family Residential
14193120210000,2021,Single-Family Residential
14193120340000,2009,Single-Family Residential
14193120450000,2011,Neighborhood Mixed-Use
14193130040000,2012,Single-Family Residential
14193130130000,2014,Single-Family Residential
14193130160000,2008,Single-Family Residential
14193130190000,2007,Single-Family Residential
14193130200000,2022,Single-Family Residential
14193130450000,2006,Single-Family Residential
14193140010000,2021,Single-Family Residential
14193140030000,2019,Single-Family Residential
14193140100000,2009,Single-Family Residential
14193140120000,2020,Single-Family Residential
14193140130000,2019,Single-Family Residential
14193140160000,2006,Single-Family Residential
14193140170000,2010,Single-Family Residential
14193140190000,2007,Single-Family Residential
14193140240000,2012,Single-Family Residential
14193140250000,2011,Single-Family Residential
14193140300000,2019,Single-Family Residential
14193140350000,2008,Single-Family Residential
14193150030000,2009,Single-Family Residential
14193150090000,2015,Single-Family Residential
14193150130000,2006,Single-Family Residential
14193150240000,2022,Single-Family Residential
14193160240000,2007,Commercial
14193160280000,2006,Single-Family Residential
14193160290000,2011,Single-Family Residential
14193160380000,2006,Single-Family Residential
14193170110000,2014,Single-Family Residential
14193170180000,2011,Single-Family Residential
14193170250000,2016,Single-Family Residential
14193170260000,2021,Single-Family Residential
14193170460000,2013,Single-Family Residential
14193170470000,2012,Single-Family Residential
14193170490000,2006,Single-Family Residential
14193180110000,2012,Single-Family Residential
14193180130000,2011,Single-Family Residential
14193180140000,2021,Single-Family Residential
14193180190000,2021,Single-Family Residential
14193180200000,2020,Single-Family Residential
14193180230000,2018,Single-Family Residential
14193180300000,2016,Single-Family Residential
14193180320000,2009,Single-Family Residential
14193180390000,2022,Single-Family Residential
14193180400000,2022,Single-Family Residential
14193190340000,2008,Single-Family Residential
14193190380000,2012,Single-Family Residential
14193190420000,2007,Single-Family Residential
14193190430000,2009,Single-Family Residential
14193190440000,2009,Single-Family Residential
14193200120000,2016,Single-Family Residential
14193200160000,2011,Single-Family Residential
14193200230000,2019,Single-Family Residential
14193200280000,2013,Single-Family Residential
14193200340000,2012,Single-Family Residential
14193200370000,2014,Single-Family Residential
14193200400000,2011,Single-Family Residential
14193200410000,2015,Single-Family Residential
14193200450000,2014,Single-Family Residential
14193210100000,2008,Single-Family Residential
14193210110000,2022,Single-Family Residential
14193210130000,2014,Single-Family Residential
14193210260000,2022,Single-Family Residential
14193210350000,2016,Single-Family Residential
14193210360000,2014,Single-Family Residential
14193210380000,2012,Single-Family Residential
14193210520000,2020,Single-Family Residential
14193210530000,2021,Single-Family Residential
14193220140000,2007,Single-Family Residential
14193220160000,2006,Single-Family Residential
14193220180000,2018,Single-Family Residential
14193220190000,2008,Single-Family Residential
14193220270000,2011,Single-Family Residential
14193220380000,2012,Single-Family Residential
14193220390000,2021,Single-Family Residential
14193220410000,2011,Single-Family Residential
14193220420000,2014,Single-Family Residential
14193220450000,2022,Single-Family Residential
14193230190000,2007,Single-Family Residential
14193230240000,2021,Single-Family Residential
14193230280000,2008,Multi-Family Residential
14193240220000,2006,Single-Family Residential
14193250110000,2016,Single-Family Residential
14193250180000,2011,Single-Family Residential
14193250330000,2014,Single-Family Residential
14193250350000,2017,Single-Family Residential
14193250370000,2007,Single-Family Residential
14193250380000,2006,Single-Family Residential
14193260210000,2011,Single-Family Residential
14193260220000,2015,Single-Family Residential
14193260340000,2007,Single-Family Residential
14193260350000,2006,Single-Family Residential
14193260410000,2018,Single-Family Residential
14193260510000,2008,Single-Family Residential
14193270120000,2018,Single-Family Residential
14193270170000,2013,Single-Family Residential
14193270180000,2022,Single-Family Residential
14193270190000,2011,Single-Family Residential
14193270210000,2006,Single-Family Residential
14193270220000,2015,Single-Family Residential
14193270260000,2018,Single-Family Residential
14193270330000,2015,Single-Family Residential
14193270360000,2018,Single-Family Residential
14193280060000,2018,Single-Family Residential
14193280080000,2021,Single-Family Residential
14193290030000,2014,Single-Family Residential
14193290150000,2021,Single-Family Residential
14193290230000,2011,Single-Family Residential
14193290350000,2022,Neighborhood Mixed-Use
14193300060000,2015,Single-Family Residential
14193300070000,2007,Single-Family Residential
14193300220000,2008,Single-Family Residential
14193310010000,2013,Single-Family Residential
14193310020000,2014,Single-Family Residential
14193310060000,2008,Single-Family Residential
